PuzzleId,FEN,Moves,Rating,ThemeList
lGvp7,3R1Q2/p1Q3rk/1p5p/8/8/5q2/5P1p/2R3K1 w - - 0 35,g1h2 f3h5,1017,"[""endgame"", ""master"", ""mate"", ""mateIn1"", ""oneMove""]"
VDr1L,r1b2rk1/pp2ppbp/2n2np1/2qp4/PP3B2/2PBPN2/3N1PPP/1R1QK2R b K - 0 12,c5c3 b1b3 c3b4 b3b4,1666,"[""advantage"", ""middlegame"", ""short"", ""trappedPiece""]"
ITSkI,4r1k1/p2n2pp/2p2pq1/N2p4/3P1R2/2P1r1P1/PP2Q1BP/2K2R2 w - - 0 27,e2c2 e3e1 f1e1 e8e1 c1d2 e1e2 d2e2 g6c2,1571,"[""advantage"", ""attraction"", ""deflection"", ""middlegame"", ""queensideAttack"", ""veryLong""]"
qN2yy,1r4n1/2qb1pkp/R5p1/8/2P5/3PQ1PP/5PB1/6K1 b - - 4 29,b8e8 e3d4 c7e5 d4d7,1400,"[""advantage"", ""deflection"", ""middlegame"", ""short""]"
MblhV,5rk1/ppp3pb/1b5p/8/4n1P1/1PN5/1PP4P/R1B1R2K w - - 0 25,c3e4 f8f1 h1g2 f1e1,1924,"[""advantage"", ""middlegame"", ""short""]"
qvd7R,r1bq1r2/pppn1pkp/5np1/4p3/2P5/4PN2/PP1Q1PPP/RN2KB1R w KQ - 0 10,f3e5 d7e5 d2d8 f8d8,833,"[""crushing"", ""hangingPiece"", ""opening"", ""short""]"
YEvqQ,r1bq1rk1/pppn2R1/4p2p/4N1bQ/3P4/2PB4/PP4PP/RN4K1 b - - 0 13,g8g7 h5g6 g7h8 g6h7,1195,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
yJnaM,6k1/q4p1p/p2Q2p1/1p1Pp3/4P3/5PP1/6KP/4bB2 w - - 1 39,d6e5 a7f2 g2h3 f2f1,900,"[""crushing"", ""deflection"", ""endgame"", ""master"", ""short""]"
4P8iX,2k5/1pp1p1b1/p3q2p/4Ppp1/5P2/1P4PP/PBP5/1K1Q4 b - - 0 22,e6d7 d1d7 c8d7 e5e6 d7e6 b2g7 g5f4 g3f4,1463,"[""attraction"", ""crushing"", ""discoveredAttack"", ""endgame"", ""veryLong""]"
9OAoI,8/8/2P5/8/5p2/3pk2p/P3N2P/5K2 w - - 0 56,c6c7 d3e2 f1e1 f4f3 a2a3 f3f2,1150,"[""advancedPawn"", ""endgame"", ""long"", ""mate"", ""mateIn3""]"
ujskk,r2qr1k1/p1p2pp1/2ppb2p/8/3bPPnB/2NB4/PPP3PP/R2QR2K w - - 3 14,h4d8 g4f2 h1g1 f2d1,919,"[""advantage"", ""discoveredAttack"", ""discoveredCheck"", ""fork"", ""master"", ""middlegame"", ""short""]"
4GNK9,r1bqr1k1/pp1n1pbp/2p3p1/3pn3/1PP5/P2BPN2/1BQN1PPP/2R2RK1 w - - 1 15,f1e1 e5d3 c2d3 g7b2,1633,"[""advantage"", ""discoveredAttack"", ""middlegame"", ""short""]"
8XHua,7r/p4pk1/1bp1q2p/1p2P3/3rQR2/8/PPB3PP/R6K w - - 1 27,e4e3 d4d1 a1d1 b6e3,930,"[""crushing"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
f64Oo,4r1k1/p1n1q2p/1pp2p2/3b4/1P6/P4BP1/1BQ2P1P/3R2K1 w - - 0 29,f3h5 e7e1 d1e1 e8e1,456,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""pillsburysMate"", ""sacrifice"", ""short""]"
fBH0N,4rrk1/6bp/p2p4/1p1b1N2/5p2/1P1QpP2/P4qPP/1BRR3K b - - 3 26,d5f3 f5h6 g7h6 d3h7,1866,"[""discoveredAttack"", ""kingsideAttack"", ""master"", ""mate"", ""mateIn2"", ""middlegame"", ""sacrifice"", ""short""]"
fyihf,4r1k1/pp4pp/8/2pb1P2/5Q2/1PP3Pq/P1B2R1N/6K1 w - - 3 34,c2d3 e8e1 d3f1 e1f1 h2f1 h3h1,1216,"[""exposedKing"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""sacrifice""]"
50b4Y,1k3rr1/1Pq5/p3Q2p/2p5/3b4/P2P4/2P2PP1/1R3RK1 b - - 4 31,g8g5 e6a6 c7d8 a6a8,1231,"[""crushing"", ""middlegame"", ""queensideAttack"", ""short""]"
T6sRU,Q4rk1/p2p2p1/1pn1p3/4p2p/3P3R/P3B3/2q2PPP/R5K1 w - - 2 21,a1c1 c2c1 e3c1 f8a8,1437,"[""advantage"", ""middlegame"", ""short""]"
QiNRZ,3r2k1/2Q1bp1p/2p3p1/p2b3N/Pp6/1P6/KPq3PP/2B4R w - - 1 28,c7e7 c2b3 a2b1 b3a2 b1c2 d5b3,1805,"[""long"", ""mate"", ""mateIn3"", ""middlegame""]"
K2xiw,r4rk1/ppq1bppp/8/5b2/2n1N3/P3P3/1PQ1BPPP/R2R2K1 w - - 0 18,c2c4 c7c4 e2c4 f5e4,997,"[""advantage"", ""capturingDefender"", ""middlegame"", ""short""]"
c6jEX,1rr3k1/p3b1p1/2Rp2pp/8/Q3PpqP/1P1P1N2/P3KP2/6R1 b - - 2 23,g4h5 a4c4 g8h7 c6c8 b8c8 c4c8,1691,"[""crushing"", ""long"", ""middlegame""]"
HhsEh,8/8/6PR/3pn3/6kP/6P1/r7/5K2 b - - 2 40,g4g3 g6g7 a2f2 f1e1,1019,"[""advancedPawn"", ""crushing"", ""endgame"", ""short""]"
jzw3J,2R5/4kp2/p4Nbp/1p2P3/3r1P2/8/PP5P/6K1 b - - 6 30,d4f4 c8e8,1879,"[""endgame"", ""hookMate"", ""mate"", ""mateIn1"", ""oneMove""]"
6phXy,5rk1/1p4p1/6p1/1Q1pP1qp/3Pn3/R3P3/6PP/4B1K1 b - - 0 28,h5h4 b5d5 g8h7 d5e4,917,"[""crushing"", ""endgame"", ""fork"", ""short""]"
bV2uV,6k1/6p1/3p2q1/3Pp3/1P3rPK/3PQ2P/2R5/8 w - - 8 40,c2f2 g6h6 h4g3 f4g4 h3g4 h6e3,1584,"[""crushing"", ""discoveredAttack"", ""endgame"", ""long""]"
6Y5Py,8/p7/1k3pp1/3K4/2P2P2/6P1/8/8 b - - 0 50,a7a5 d5d6 a5a4 c4c5,1902,"[""crushing"", ""endgame"", ""pawnEndgame"", ""short""]"
zq3qQ,r4rk1/ppp1qppp/2np1n2/6B1/3pP1b1/3B1N1P/PPP2PP1/R2QR1K1 b - - 0 11,h7h6 g5f6 g4f3 f6e7 f3d1 e7f8,1673,"[""crushing"", ""long"", ""middlegame""]"
Z1dMm,r3k2r/5ppp/2n5/1pqp1b2/2p1nP2/P1P2N2/B2P2PP/R1BQRK2 w kq - 7 16,a2b1 c5f2,803,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
z6m1P,Rnkr1r2/1ppqR3/8/8/3p3Q/2P2P2/5PKP/8 b - - 1 34,d7c6 h4g4 d8d7 e7d7 c6f3 g4f3,2009,"[""crushing"", ""long"", ""middlegame"", ""pin""]"
fq83g,8/6R1/7P/6P1/4pk2/8/4p2r/4K3 w - - 0 55,g7a7 f4f3 e1d2 e4e3,1877,"[""crushing"", ""endgame"", ""master"", ""rookEndgame"", ""short""]"
5CEHr,r2q1rk1/p4pp1/2p1bn1p/3p4/1b5B/2NB4/PPP2PPP/R2Q1RK1 b - - 1 13,e6g4 h4f6 g4d1 f6d8,1632,"[""crushing"", ""middlegame"", ""short""]"
UcUAA,8/8/8/k3Kpp1/1p6/1P6/6P1/8 b - - 1 47,f5f4 e5f5 a5b5 f5g5 b5c5 g5f4,970,"[""crushing"", ""endgame"", ""long"", ""pawnEndgame""]"
KFlrW,4r3/p5pk/1nn2qpp/1R2p3/6Pr/2P1Q1K1/P1PB1P2/4R3 b - - 5 25,f6f4 e3f4 e5f4 g3h4 g6g5 h4h3,1844,"[""advantage"", ""defensiveMove"", ""long"", ""middlegame"", ""trappedPiece""]"
poMmh,r1bq1k1r/1p3p1p/p1n2Pp1/3N4/1b6/3B4/PP2Q1PP/R1B2R1K b - - 0 16,d8d5 c1h6 f8g8 e2e8 b4f8 e8f8,1442,"[""long"", ""mate"", ""mateIn3"", ""opening""]"
SgLkA,8/4r1k1/4prN1/p1q1Np1p/Pp1p1P2/1Pp3QP/2b3PK/5R2 b - - 0 46,g7h7 g3g5 f6g6 g5g6,2327,"[""crushing"", ""master"", ""middlegame"", ""short"", ""trappedPiece""]"
2Wvc4,2k5/1rP5/1P2K1p1/3p1pr1/3P4/R7/8/8 b - - 0 53,g5g1 a3a8 b7b8 c7b8q,870,"[""advancedPawn"", ""endgame"", ""mate"", ""mateIn2"", ""promotion"", ""rookEndgame"", ""short""]"
sGdzf,2b2k2/2q1b1p1/p3p1P1/2rp3p/Pp6/1Q1BPP2/1P1K3P/2R3R1 w - - 2 38,c1c2 c7h2 d3e2 h2g1,2049,"[""crushing"", ""fork"", ""middlegame"", ""short""]"
ATHuS,r1b1r1k1/ppB2Rpp/2n1q3/4N3/3P4/2P5/PP4PP/R2Q2K1 w - - 1 17,d1h5 c6e5 f7g7 g8g7 c7e5 g7g8,1591,"[""advantage"", ""defensiveMove"", ""long"", ""middlegame""]"
4mJWw,8/6pp/1R2P3/3p4/5kPK/2r4P/8/8 w - - 0 36,e6e7 g7g5 h4h5 c3h3,1479,"[""deflection"", ""endgame"", ""mate"", ""mateIn2"", ""rookEndgame"", ""short""]"
uW5hn,r1bqk1nr/2p1bppp/p2P4/1p6/3p4/1B3Q2/PPP2PPP/RNB1K2R b KQkq - 0 11,e7d6 f3f7,1155,"[""attackingF2F7"", ""mate"", ""mateIn1"", ""oneMove"", ""opening""]"
tsKnM,5rk1/2n1q1pp/p3p3/1pppP3/2r5/3Q1N2/P4RPP/5RK1 b - - 3 27,b5b4 f3g5 f8f5 f2f5 e6f5 d3f5,1602,"[""advantage"", ""long"", ""middlegame""]"
H5yB0,6rk/ppr1RQpp/n4p2/2p5/7N/P5B1/1P1q1PPP/4R1K1 w - - 7 24,h4f5 d2e1 e7e1 c7f7,1675,"[""advantage"", ""middlegame"", ""short""]"
pseYQ,q2r2k1/1R2Rppp/8/p7/8/5N1P/5PP1/6K1 b - - 1 27,a5a4 e7f7 d8d1 g1h2 g8h8 f7g7,1577,"[""crushing"", ""endgame"", ""long""]"
EBDbX,2r5/p3b2k/1p1q1rpP/3b1p2/1Pp1p3/2Q1P3/PB1P1P2/2KR3R b - - 0 25,f6f7 c3g7 f7g7 h6g7 h7g8 h1h8 g8f7 h8c8,1468,"[""advancedPawn"", ""advantage"", ""discoveredAttack"", ""discoveredCheck"", ""middlegame"", ""sacrifice"", ""skewer"", ""veryLong""]"
dGHTl,rq2r1k1/1b2ppbp/p2P2p1/1pp3B1/6n1/2N5/PPPQRPPP/4RBK1 w - - 1 19,d6d7 b8h2,600,"[""kingsideAttack"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
A8XS4,1r2kb1r/pBR2p1p/4ppb1/1q6/3Q2PN/7P/3B1P2/4K2R b Kk - 0 18,b8b7 c7c8 e8e7 d4d8,1423,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
gazjP,5r1k/1ppR2pp/1p6/n5q1/2P5/5r2/PBQ3PP/1R4K1 b - - 1 25,f3f2 d7g7 f2c2 g7g5 c2b2 b1b2,2092,"[""crushing"", ""discoveredAttack"", ""discoveredCheck"", ""long"", ""middlegame""]"
orUel,3r4/1b3pk1/p1p3p1/1pQ1nq2/4N3/P4PP1/1PP3B1/5RK1 w - - 0 29,e4d6 e5f3 g2f3 f5c5,1120,"[""crushing"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
LgCtV,2b2r1k/4qpb1/2p1p3/1p1pP2p/3P1P2/p6R/P3Q1NP/1r2B1K1 b - - 3 33,f8d8 e2h5 h8g8 h5h7 g8f8 h7b1,2109,"[""advantage"", ""exposedKing"", ""fork"", ""long"", ""middlegame""]"
hzv1z,1kr5/1p2R1Q1/p2p1p1p/3b4/3P4/P6P/1P1q2P1/4R2K w - - 1 34,e1e2 c8c1 h1h2 d2f4 g7g3 c1h1 h2h1 f4g3,1627,"[""advantage"", ""deflection"", ""endgame"", ""veryLong""]"
URKrB,3q1rk1/2p2ppp/1rp2b2/p2n4/8/1PNQ3P/PBP2PP1/R3R1K1 w - - 2 16,a1b1 d5c3 d3d8 f8d8 b2c3 f6c3,1649,"[""advantage"", ""long"", ""middlegame""]"
YlZ8j,2r3k1/p4ppp/1pp5/4qb2/1P3P2/PN2r1P1/5QBP/2R3K1 b - - 0 25,e3e2 f4e5 e2f2 g1f2,1724,"[""advantage"", ""middlegame"", ""short""]"
IsHRO,rn2r1k1/ppp2ppp/3b1q2/8/2BP2b1/1QP1BN2/P4PPP/R3K2R w KQ - 5 12,f3g5 e8e3 f2e3 f6g5 c4f7 g8h8,1770,"[""advantage"", ""long"", ""middlegame""]"
p0ixW,r2r2k1/pBpq1p2/1n3Qn1/5bN1/8/P2P2P1/1P3P1P/3RR1K1 b - - 0 24,a8b8 b7c6 b6d5 c6d7 d5f6 d7f5,2035,"[""crushing"", ""long"", ""middlegame""]"
Vnhjb,r4rk1/ppQnbppp/2p2q2/8/8/1B6/PP3PPP/R1B1R1K1 b - - 5 15,f6d6 c7d6 e7d6 e1d1 d7c5 d1d6 c5b3 a2b3,1819,"[""advantage"", ""middlegame"", ""veryLong""]"
vZuKj,r7/p4rp1/1p2Qpk1/8/6K1/8/PP5P/8 b - - 2 37,a8h8 e6f5 g6h6 f5h5,1061,"[""endgame"", ""mate"", ""mateIn2"", ""queenRookEndgame"", ""short""]"
mOhwC,5r2/2r1Np1k/p1pp2pp/1p2p3/8/3P1PNb/PP3P2/2R1R1K1 w - - 2 25,e7c6 f8c8 c1d1 c7c6,1532,"[""advantage"", ""middlegame"", ""quietMove"", ""short""]"
Q4OAw,r7/2n2kp1/3qp3/p2p1p2/P2P3b/1PB2Q1B/8/6RK b - - 2 34,d6d7 f3h5 f7g8 h5h4,1129,"[""advantage"", ""fork"", ""middlegame"", ""short""]"
TsS7P,6k1/R6p/5Kp1/6P1/p7/8/6P1/r7 b - - 3 41,a1e1 a7a8 e1e8 a8e8,993,"[""endgame"", ""mate"", ""mateIn2"", ""rookEndgame"", ""short""]"
dwovV,r6r/pp3qk1/2nbb1p1/2p1p1Q1/3pP3/PP1P1B1P/2P1NP2/R1B1K1R1 w Q - 2 22,e2g3 f7f3 g3f5 e6f5,982,"[""advantage"", ""hangingPiece"", ""middlegame"", ""short""]"
vi2hw,r2qk2r/2p2ppp/p1n1b3/1pbp2N1/3p4/1B6/PPP2PPP/R1BQR1K1 b kq - 5 12,d8d6 g5f7 e8f7 d1f3,2326,"[""attackingF2F7"", ""attraction"", ""crushing"", ""master"", ""middlegame"", ""pin"", ""sacrifice"", ""short""]"
WIx82,6k1/R5p1/6Np/5n1P/8/p5r1/5K2/8 b - - 5 38,g3g6 h5g6 g8f8 a7f7 f8e8 f7f5,1418,"[""crushing"", ""endgame"", ""fork"", ""hangingPiece"", ""long""]"
fPkv9,5rk1/R4ppp/4p3/3pN3/1P1Pn3/1qr1Q3/5PPP/2R3K1 w - - 0 26,c1c3 b3d1 e3e1 d1e1,1150,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
L3Btd,4k3/7R/1p2r1p1/1P1N2P1/2pp3P/3n2P1/8/6K1 b - - 0 44,c4c3 d5c7 e8d8 c7e6,1103,"[""crushing"", ""endgame"", ""fork"", ""short""]"
JRwC0,r1b1kb1r/pppp3p/8/2q2p2/2BnnRpP/3Q4/PPPN2P1/RNB3K1 w kq - 2 12,d2e4 d4f3 g1f1 c5g1 f1e2 g1e1,2038,"[""discoveredCheck"", ""doubleCheck"", ""kingsideAttack"", ""long"", ""mate"", ""mateIn3"", ""opening""]"
6tbOt,8/5pk1/2R5/4p3/p2b2p1/6P1/2R2PK1/r7 w - - 0 43,c2c1 a1c1 c6c1 a4a3,1880,"[""crushing"", ""endgame"", ""short""]"
D8HLk,8/5p2/2KP4/2p1bB2/3kP3/8/8/8 b - - 0 52,e5d6 c6d6 c5c4 e4e5,1485,"[""bishopEndgame"", ""crushing"", ""defensiveMove"", ""endgame"", ""hangingPiece"", ""short""]"
9eBwb,3r2k1/pp1q1p1p/4p1pB/4PnQ1/8/7P/PP4P1/R6K b - - 0 26,d7e7 g2g4 d8d3 g4f5 e7g5 h6g5,2310,"[""advantage"", ""endgame"", ""long"", ""master""]"
32FA7,8/8/P3N1p1/5p1p/1K4k1/5bP1/7P/8 b - - 2 50,g4h3 e6g5 h3g4 g5f3,1563,"[""crushing"", ""endgame"", ""fork"", ""short""]"
IHnIo,2r1r1k1/pb2q2p/1p2ppp1/2b5/3NP3/1QPB4/5PPP/R4RK1 w - - 5 25,d4e6 e7e6 b3e6 e8e6,1164,"[""advantage"", ""middlegame"", ""short""]"
02eak,3Q4/1N4pk/p2P3p/1b3p2/3q4/P6P/2P2KP1/4R3 w - - 0 37,e1e3 d4d2 f2f3 b5c6 f3f4 d2d4,2536,"[""crushing"", ""endgame"", ""fork"", ""long""]"
6t0F9,2Q2rk1/p3bppp/b3p3/3pPn2/3P4/P4N2/1P1BqPPP/2R1R1K1 b - - 0 19,f8c8 c1c8 a6c8 e1e2,999,"[""advantage"", ""middlegame"", ""short""]"
blTGn,6k1/p1p2p1p/3q2p1/2pP4/1p6/1P3Q1P/PP1r1PP1/4R1K1 b - - 0 26,g8f8 f3e3 f8g7 e3d2,1583,"[""advantage"", ""endgame"", ""short""]"
GKQYn,3rk2r/2p2ppp/p7/bp2P3/3nB3/8/PP3PP1/RNB2RK1 w k - 1 17,f1d1 d4e2 g1h2 d8d1,1016,"[""advantage"", ""discoveredAttack"", ""middlegame"", ""short""]"
Gd8OY,8/7p/p7/1p2k1p1/4p3/PP2K1PP/5P2/8 w - - 0 44,f2f3 e4f3 e3f3 e5d4,1950,"[""crushing"", ""defensiveMove"", ""endgame"", ""master"", ""pawnEndgame"", ""short""]"
qcJsm,2kr3r/ppp2Npp/3bp3/8/3P3n/2P1B1Pq/PP2QP1P/R3R1K1 w - - 1 16,e2f1 h4f3 g1h1 h3h2,1204,"[""fork"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
TZ4Lh,8/pp1r2kp/4Rp2/2p5/3n1PP1/1BK5/PPP4P/8 w - - 1 28,e6e8 d4b5 c3c4 b5d6 c4c5 d6e8,1463,"[""advantage"", ""endgame"", ""exposedKing"", ""fork"", ""long""]"
pOeAu,r5k1/p5b1/1q5p/5ppP/Q2rp3/1b2B1N1/1P3PP1/R3R1K1 w - - 0 30,e3d4 g7d4 a4d4 b6d4,1391,"[""advantage"", ""middlegame"", ""short""]"
TCeUX,8/8/pp4p1/6kp/8/3K1P1P/1P4P1/8 w - - 1 42,g2g3 h5h4 f3f4 g5f5 g3h4 f5f4,1866,"[""crushing"", ""defensiveMove"", ""endgame"", ""long"", ""pawnEndgame""]"
7PNzn,8/8/1pk5/p7/P1PK4/8/8/8 w - - 4 53,d4c3 c6c5 c3d3 c5b4 c4c5 b6c5,1467,"[""crushing"", ""endgame"", ""long"", ""pawnEndgame"", ""zugzwang""]"
O1Thl,1k1r3r/2p3p1/p1n5/Bp2nq2/3p3p/1B1P3P/PPQ2PP1/2R2RK1 b - - 3 22,f5d3 c2d3 e5d3 c1c6,1396,"[""crushing"", ""discoveredAttack"", ""middlegame"", ""short""]"
3Hn4Y,2r1r1k1/6bp/p2R2p1/2B1ppq1/4Pn2/5P2/PPB2QPP/5RK1 w - - 3 30,c5e3 f4h3 g1h1 h3f2,1186,"[""crushing"", ""kingsideAttack"", ""middlegame"", ""pin"", ""short""]"
4lRki,5rk1/2Q3pp/2p5/8/P2qN3/1P1P2BP/2P3P1/5rRK w - - 3 26,g1f1 f8f1 h1h2 d4g1,909,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
jf54j,3r4/8/3P4/1b1R4/pN3k2/4pp1P/1B6/4K3 w - - 2 41,b2e5 f4e4 e5g3 d8c8 d5e5 e4d4 e5e3 d4e3,2421,"[""crushing"", ""defensiveMove"", ""endgame"", ""quietMove"", ""veryLong""]"
2HMVL,r7/r7/3p4/1pp1bB1R/4P3/4k3/PP4R1/1K6 b - - 5 33,a7a2 h5h3 e3d4 g2d2,1040,"[""advantage"", ""endgame"", ""master"", ""short""]"
Z0f24,2B3k1/5p1p/7B/Pn6/4P2P/b2P4/1pK5/8 w - - 2 50,h6e3 b5c3 c2c3 b2b1q,1441,"[""advancedPawn"", ""crushing"", ""deflection"", ""endgame"", ""master"", ""promotion"", ""short""]"
GpZEi,8/8/3kp1p1/6P1/4K3/8/7P/8 b - - 0 60,d6e7 e4e5 e7d7 e5f6 e6e5 f6e5,1601,"[""crushing"", ""endgame"", ""long"", ""pawnEndgame""]"
HiSh7,3k4/3P3p/4K1p1/5pP1/8/R7/3r4/8 b - - 0 61,d2d7 a3a8 d8c7 a8a7 c7c6 a7d7,993,"[""crushing"", ""endgame"", ""exposedKing"", ""long"", ""rookEndgame""]"
vZYEa,6k1/pb1q2p1/1p5p/3ppN2/8/1P2P3/P1Q2PPP/6K1 b - - 3 24,b7c8 c2c8 d7c8 f5e7 g8f7 e7c8,1311,"[""advantage"", ""attraction"", ""endgame"", ""fork"", ""long"", ""sacrifice""]"
LJGFT,2r3k1/1Q3ppp/4p3/p5PP/5P2/PPr5/2Pq4/1KR5 b - - 4 31,c3c2 b7c8 c2c8 c1c8 d2d8 c8d8,1148,"[""backRankMate"", ""endgame"", ""long"", ""mate"", ""mateIn3"", ""xRayAttack""]"
S67CW,8/8/2k5/4p3/1RK1Pp2/2P2r2/8/8 w - - 2 52,b4b5 f3c3 c4b4 c3b3 b4b3 c6b5,1409,"[""crushing"", ""deflection"", ""endgame"", ""long"", ""rookEndgame""]"
XiWfE,2r2r1k/ppq1b1p1/4Q2p/3R4/7B/8/PPP2PPP/1K5R w - - 1 20,h4e7 c7c2 b1a1 c2c1 h1c1 c8c1,822,"[""backRankMate"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""sacrifice""]"
HlhAg,8/2R5/r1p1kpp1/1p2P1p1/1P1PKpP1/2P4P/8/8 w - - 0 39,c7c6 a6c6 d4d5 e6e7 d5c6 f6e5,2410,"[""crushing"", ""endgame"", ""hangingPiece"", ""long"", ""rookEndgame""]"
gE8xf,5r1k/ppQ3pp/2p1B3/8/6nq/8/PPP3PP/R5K1 w - - 0 24,e6g4 h4f2 g1h1 f2f1 a1f1 f8f1,1069,"[""backRankMate"", ""endgame"", ""long"", ""mate"", ""mateIn3"", ""sacrifice""]"
PJM4W,r4rk1/2p2pp1/p2p2q1/1p2p3/4Pn1p/1BPPR1Nb/PP1Q1P1N/6RK w - - 0 21,g3f5 h3g2 g1g2 g6g2,1189,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
IpziL,r1b1qknr/ppp1n2p/3b3B/5p1Q/2Bp4/8/PPP2PPP/RN2R1K1 b - - 7 13,g8h6 h5h6,1113,"[""mate"", ""mateIn1"", ""oneMove"", ""opening""]"
kka3n,r2qk2r/pbp2ppp/1pn1p3/4P3/3PB3/8/PPPKQPPP/R5NR w kq - 1 11,c2c3 c6d4 c3d4 d8d4,1900,"[""advantage"", ""master"", ""middlegame"", ""short""]"
A6Ima,5Rk1/1p3pb1/p3p1pp/4n3/1qP4Q/8/P4PbP/2B2RK1 b - - 0 27,g8f8 h4d8,794,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
4JYUT,1r4k1/5ppp/1b5q/1p1p2r1/1P2n3/P3P1P1/1B2QPB1/2R2RK1 w - - 0 28,e2b5 e4g3 b2d4 g3f1,2145,"[""advantage"", ""middlegame"", ""pin"", ""short""]"
m5MtO,r3r1kb/pQ3p1p/6p1/4N3/qP3P2/P5P1/7P/1R3RK1 b - - 0 26,a4a3 b7f7,801,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
eVRJs,R5k1/1p1bq2p/2p2rpQ/1n1p2N1/3P4/8/2B2PPP/6K1 b - - 1 26,f6f8 a8f8 e7f8 h6h7,1391,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
Ti01o,r5kr/p5p1/1p1bpq1p/2p3PP/3P1P2/4Q3/PPP5/2K2R1R b - - 0 22,c5d4 e3e4 h6g5 e4a8 g8h7 a8e4 f6f5 e4f5 e6f5 f4g5,1986,"[""advantage"", ""kingsideAttack"", ""middlegame"", ""veryLong""]"
ZsBBa,4r1k1/Qp3ppp/8/3P4/2n1P3/7P/PP2KPP1/8 w - - 5 27,a7a4 e8e4 e2d3 c4b2 d3e4 b2a4,1106,"[""crushing"", ""endgame"", ""fork"", ""long""]"
08M6w,5r2/kpp5/1b2q3/pP4pQ/P7/7P/1B3PP1/3R2K1 w - - 1 33,b2d4 b6d4 d1d4 e6e1 g1h2 e1e5,1248,"[""crushing"", ""endgame"", ""long""]"
nwdf8,1k5r/5ppp/b3p3/8/1b1Pn3/N3P3/1P2KPPP/2R2BNR w - - 2 18,e2d1 e4f2 d1c2 h8c8 c2b3 c8c1,2239,"[""advantage"", ""deflection"", ""exposedKing"", ""fork"", ""long"", ""middlegame"", ""skewer""]"
aZm0Q,2kr3r/1bpn1Qp1/pp2p3/4P1q1/2pP4/P5B1/1PB3PP/R3R1K1 w - - 0 21,f7e6 h8h2 g1h2 d8h8 h2g1 g5g3,2286,"[""advantage"", ""attraction"", ""deflection"", ""kingsideAttack"", ""long"", ""middlegame"", ""sacrifice""]"
5nbgw,8/8/5R1p/3p2p1/8/3kPPP1/5r2/4K3 b - - 3 42,d3e3 f6e6 e3f3 e6f6 f3g2 f6f2,1169,"[""advantage"", ""endgame"", ""long"", ""rookEndgame""]"
wl530,r1b2rk1/ppq1bppp/2p5/3Pp3/2B1Pn1P/2N2N2/PPPQ2P1/2KR3R b - - 7 14,c8g4 d5d6 e7d6 d2d6 c7d6 d1d6 g4f3 g2f3,1365,"[""crushing"", ""fork"", ""middlegame"", ""veryLong""]"
UOc4A,2r3k1/p6p/1p4p1/2pNnr2/8/8/P4PPP/2R1R1K1 b - - 5 32,e5d3 d5e7 g8f8 e7c8 d3e1 c1e1,1041,"[""advantage"", ""endgame"", ""fork"", ""long""]"
dveB0,6r1/ppk2pbp/1qp5/4p3/Q7/2P3B1/PP3PPP/2KR4 w - - 2 19,a4g4 g7h6 c1b1 g8g4,1052,"[""crushing"", ""discoveredAttack"", ""endgame"", ""short""]"
lswJn,2r3k1/4qp1n/6pQ/3N2P1/1p2p2p/1P5P/3R1PK1/8 b - - 2 46,e7g5 h6g5 h7g5 d5e7 g8g7 e7c8,1337,"[""advantage"", ""endgame"", ""fork"", ""long"", ""master""]"
LzfqT,1k2r3/p4p2/1p1p1q2/1Pn5/2Q5/2P1P3/5PB1/R4K2 b - - 0 29,e8e3 c4d5 c5e4 g2e4 e3e4 d5e4,1767,"[""crushing"", ""endgame"", ""long"", ""master""]"
XCQCs,rn5k/ppp1b1pp/3P4/3Q3q/PPP3n1/2N3P1/4P2r/1RB3KR b - - 0 18,e7d6 d5h5 h2h5 h1h5,1087,"[""advantage"", ""master"", ""middlegame"", ""short"", ""xRayAttack""]"
S4Gcz,r5k1/5ppp/pp2p3/2N5/2N4q/1P2P1r1/P3QK2/1BR2R2 w - - 2 25,f1h1 g3h3 f2g1 h3h1,1660,"[""crushing"", ""discoveredAttack"", ""discoveredCheck"", ""middlegame"", ""short""]"
nbj97,4r1k1/5p1p/p4p1Q/1p6/3P2PN/2Pq1PKP/8/8 b - - 0 32,e8e6 h4f5 d3f5 g4f5,1228,"[""crushing"", ""endgame"", ""quietMove"", ""short""]"
